"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2013,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,1069558,39690680
2013,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,61795,1609154
2013,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,314736,9298335
2013,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,911,1267910
2013,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,26335,710163
2013,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,142,141518
2013,January,NSW,Cardiovascular System,Normal Arrangements PBS,2376971,62899046
2013,January,NSW,Cardiovascular System,Special Arrangements PBS,528,1667700
2013,January,NSW,Cardiovascular System,Normal Arrangements RPBS,117770,2818440
2013,January,NSW,Cardiovascular System,Special Arrangements RPBS,18,54606
2013,January,NSW,Dermatologicals,Normal Arrangements PBS,111018,2776365
2013,January,NSW,Dermatologicals,Normal Arrangements RPBS,8510,183975
2013,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,94783,3234376
2013,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,6354,321522
2013,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,115693,2369649
2013,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,222,510047
2013,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,5517,95957
2013,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,15,21923
2013,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,414277,8604521
2013,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,4015,3887168
2013,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,17712,256936
2013,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,4187
2013,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,77692,47485789
2013,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3342,5922555
2013,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2006,1039833
2013,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,35,67136
2013,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,321265,9672029
2013,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,300,132632
2013,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,16959,567089
2013,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,21,9453
2013,January,NSW,Nervous System,Normal Arrangements PBS,1366505,46069021
2013,January,NSW,Nervous System,Special Arrangements PBS,454,134797
2013,January,NSW,Nervous System,Normal Arrangements RPBS,75454,2106039
2013,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,3382,63728
2013,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,148,2155
2013,January,NSW,Respiratory System,Normal Arrangements PBS,410266,18263880
2013,January,NSW,Respiratory System,Special Arrangements PBS,1,2401
2013,January,NSW,Respiratory System,Normal Arrangements RPBS,19756,966092
