"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2003,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,743159,26030705
2003,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,73502,2259128
2003,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,175764,4620151
2003,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,119,135404
2003,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,30767,776208
2003,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,35,30636
2003,January,NSW,Cardiovascular System,Normal Arrangements PBS,1763225,52846554
2003,January,NSW,Cardiovascular System,Normal Arrangements RPBS,152015,4431617
2003,January,NSW,Dermatologicals,Normal Arrangements PBS,101552,2238517
2003,January,NSW,Dermatologicals,Normal Arrangements RPBS,16511,239326
2003,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,144513,2464899
2003,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,7594,238498
2003,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,83679,828368
2003,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,33,76078
2003,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,7360,60692
2003,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,3,4870
2003,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,333196,6626318
2003,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,415,135978
2003,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,21530,395434
2003,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,254
2003,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,35255,11646119
2003,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,313,692889
2003,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,3216,1200133
2003,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,9,15601
2003,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,436427,12683974
2003,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,217,104130
2003,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,38366,1208491
2003,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,20,9558
2003,January,NSW,Nervous System,Normal Arrangements PBS,922572,24516515
2003,January,NSW,Nervous System,Special Arrangements PBS,287,76953
2003,January,NSW,Nervous System,Normal Arrangements RPBS,80380,1688892
2003,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,24075,212669
2003,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3809,33597
2003,January,NSW,Respiratory System,Normal Arrangements PBS,334736,11896987
2003,January,NSW,Respiratory System,Normal Arrangements RPBS,32211,1164830
2003,January,NSW,Sensory Organs,Normal Arrangements PBS,261907,3584699
2003,January,NSW,Sensory Organs,Normal Arrangements RPBS,38738,589392
2003,January,NSW,Various +,Normal Arrangements PBS,24223,1759963
2003,January,NSW,Various +,Normal Arrangements RPBS,5672,240186
2003,January,NSW,Other ++,Normal Arrangements PBS,9508,82791
2003,January,NSW,Other ++,Normal Arrangements RPBS,4297,270534
2003,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,510798,17312828
2003,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,46645,1389289
2003,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,132554,3131733
2003,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,296,242524
2003,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,20348,487063
2003,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,16,14156
2003,January,VIC,Cardiovascular System,Normal Arrangements PBS,1202566,35587567
2003,January,VIC,Cardiovascular System,Normal Arrangements RPBS,95254,2674543
2003,January,VIC,Dermatologicals,Normal Arrangements PBS,78281,1728202
2003,January,VIC,Dermatologicals,Normal Arrangements RPBS,9789,137947
