"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2009,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,754869,27769204
2009,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,55162,1695087
2009,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,225937,8125449
2009,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,734,737432
2009,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,26508,899341
2009,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,153,155260
2009,January,NSW,Cardiovascular System,Normal Arrangements PBS,1762619,55558127
2009,January,NSW,Cardiovascular System,Special Arrangements PBS,241,670740
2009,January,NSW,Cardiovascular System,Normal Arrangements RPBS,116603,3327700
2009,January,NSW,Cardiovascular System,Special Arrangements RPBS,14,37743
2009,January,NSW,Dermatologicals,Normal Arrangements PBS,84296,2180536
2009,January,NSW,Dermatologicals,Normal Arrangements RPBS,9791,195629
2009,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,78176,1912848
2009,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,5524,268307
2009,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,80441,1298706
2009,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,94,204749
2009,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,5255,74121
2009,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,9,12024
2009,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,316361,5729125
2009,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1629,673238
2009,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,16958,255661
2009,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,812
2009,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,46171,26161726
2009,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1426,3855042
2009,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2153,993494
2009,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,26,50412
2009,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,287641,8306220
2009,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,344,147669
2009,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,20357,685548
2009,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,32,12944
2009,January,NSW,Nervous System,Normal Arrangements PBS,866470,30274568
2009,January,NSW,Nervous System,Special Arrangements PBS,311,102961
2009,January,NSW,Nervous System,Normal Arrangements RPBS,62097,1711499
2009,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,2158,31089
2009,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,224,2929
