"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1992,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,389211,7539473
1992,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,46117,825074
1992,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,72434,368241
1992,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,9671,63802
1992,January,NSW,Cardiovascular System,Normal Arrangements PBS,950364,19336853
1992,January,NSW,Cardiovascular System,Normal Arrangements RPBS,58957,1164265
1992,January,NSW,Dermatologicals,Normal Arrangements PBS,130493,1003206
1992,January,NSW,Dermatologicals,Normal Arrangements RPBS,24083,225193
1992,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,152153,1620880
1992,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2867,36062
1992,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,62124,478003
1992,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3831,33998
1992,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,353232,3451314
1992,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11101,127482
1992,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,11521,1142941
1992,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,750,121858
1992,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,276236,2808742
1992,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,27186,293186
1992,January,NSW,Nervous System,Normal Arrangements PBS,588918,4136882
1992,January,NSW,Nervous System,Normal Arrangements RPBS,47520,378278
1992,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,22596,178194
1992,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3211,29401
1992,January,NSW,Respiratory System,Normal Arrangements PBS,436844,6763876
1992,January,NSW,Respiratory System,Normal Arrangements RPBS,43196,697361
1992,January,NSW,Sensory Organs,Normal Arrangements PBS,193509,1380053
1992,January,NSW,Sensory Organs,Normal Arrangements RPBS,19412,167923
1992,January,NSW,Various +,Normal Arrangements PBS,21504,724032
1992,January,NSW,Various +,Normal Arrangements RPBS,5763,105406
1992,January,NSW,Other ++,Normal Arrangements PBS,24609,161401
1992,January,NSW,Other ++,Normal Arrangements RPBS,4657,59785
1992,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,264529,4973153
1992,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,26562,444242
