"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1999,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,559504,19427862
1999,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,52558,1632807
1999,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,97472,843036
1999,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,15638,166462
1999,January,NSW,Cardiovascular System,Normal Arrangements PBS,1231469,32177543
1999,January,NSW,Cardiovascular System,Normal Arrangements RPBS,93943,2414368
1999,January,NSW,Dermatologicals,Normal Arrangements PBS,96777,1757331
1999,January,NSW,Dermatologicals,Normal Arrangements RPBS,15205,178906
1999,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,176628,2544894
1999,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,5694,119788
1999,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,68400,619055
1999,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,5542,48334
1999,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,313039,5324002
1999,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,15648,261526
1999,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,21268,4461349
1999,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2108,650952
1999,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,196183,2867870
1999,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,17631,253926
1999,January,NSW,Nervous System,Normal Arrangements PBS,738265,12708648
1999,January,NSW,Nervous System,Normal Arrangements RPBS,59497,776598
1999,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,23068,201721
1999,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3186,28319
1999,January,NSW,Respiratory System,Normal Arrangements PBS,346500,8752587
1999,January,NSW,Respiratory System,Normal Arrangements RPBS,29888,885265
1999,January,NSW,Sensory Organs,Normal Arrangements PBS,200876,2198631
1999,January,NSW,Sensory Organs,Normal Arrangements RPBS,25615,316680
1999,January,NSW,Various +,Normal Arrangements PBS,18956,1209449
1999,January,NSW,Various +,Normal Arrangements RPBS,4609,156543
1999,January,NSW,Other ++,Normal Arrangements PBS,12609,99310
1999,January,NSW,Other ++,Normal Arrangements RPBS,2789,73239
1999,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,405582,13569884
1999,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,32786,973581
1999,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,80921,800877
1999,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,10040,112580
1999,January,VIC,Cardiovascular System,Normal Arrangements PBS,870956,21462213
1999,January,VIC,Cardiovascular System,Normal Arrangements RPBS,58458,1392076
1999,January,VIC,Dermatologicals,Normal Arrangements PBS,75108,1354449
1999,January,VIC,Dermatologicals,Normal Arrangements RPBS,8489,102184
1999,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,118613,1665748
1999,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2634,46989
1999,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,50274,438520
1999,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3651,27698
1999,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,237211,3993327
1999,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,10006,159180
1999,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,18594,3765819
1999,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1244,344961
1999,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,133570,1827593
1999,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,10572,146678
1999,January,VIC,Nervous System,Normal Arrangements PBS,569475,10224914
1999,January,VIC,Nervous System,Normal Arrangements RPBS,36621,474126
1999,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,15067,126695
1999,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,2084,17844
1999,January,VIC,Respiratory System,Normal Arrangements PBS,256903,5950101
1999,January,VIC,Respiratory System,Normal Arrangements RPBS,18783,543875
1999,January,VIC,Sensory Organs,Normal Arrangements PBS,133956,1462957
1999,January,VIC,Sensory Organs,Normal Arrangements RPBS,13984,176941
1999,January,VIC,Various +,Normal Arrangements PBS,14736,853414
1999,January,VIC,Various +,Normal Arrangements RPBS,2189,81605
1999,January,VIC,Other ++,Normal Arrangements PBS,8246,76096
1999,January,VIC,Other ++,Normal Arrangements RPBS,1201,33241
1999,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,247865,8259841
1999,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,28162,871880
1999,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,46025,427379
1999,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,8242,79140
1999,January,QLD,Cardiovascular System,Normal Arrangements PBS,521227,13005777
1999,January,QLD,Cardiovascular System,Normal Arrangements RPBS,45686,1133287
1999,January,QLD,Dermatologicals,Normal Arrangements PBS,34403,592036
1999,January,QLD,Dermatologicals,Normal Arrangements RPBS,7888,91962
1999,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,97677,1381495
1999,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3190,67894
1999,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,33201,308360
1999,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2795,25360
1999,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,156797,2837894
1999,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,8139,153523
1999,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,9591,1763395
1999,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,785,191810
1999,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,92351,1346606
1999,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,8904,139996
1999,January,QLD,Nervous System,Normal Arrangements PBS,391975,6954179
1999,January,QLD,Nervous System,Normal Arrangements RPBS,36483,507225
1999,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,10482,91427
1999,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,1561,13851
1999,January,QLD,Respiratory System,Normal Arrangements PBS,166325,4024362
1999,January,QLD,Respiratory System,Normal Arrangements RPBS,16641,495282
1999,January,QLD,Sensory Organs,Normal Arrangements PBS,91779,985912
1999,January,QLD,Sensory Organs,Normal Arrangements RPBS,12802,156934
1999,January,QLD,Various +,Normal Arrangements PBS,9429,576284
1999,January,QLD,Various +,Normal Arrangements RPBS,2194,70165
1999,January,QLD,Other ++,Normal Arrangements PBS,5028,39633
1999,January,QLD,Other ++,Normal Arrangements RPBS,1742,52903
