"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2007,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,814120,28136065
2007,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,69070,2049627
2007,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,233901,7436536
2007,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,675,669889
2007,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,32673,1002200
2007,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,157,124536
2007,January,NSW,Cardiovascular System,Normal Arrangements PBS,1901819,60364155
2007,January,NSW,Cardiovascular System,Special Arrangements PBS,143,467584
2007,January,NSW,Cardiovascular System,Normal Arrangements RPBS,147139,4395662
2007,January,NSW,Cardiovascular System,Special Arrangements RPBS,1,3273
2007,January,NSW,Dermatologicals,Normal Arrangements PBS,93990,1948790
2007,January,NSW,Dermatologicals,Normal Arrangements RPBS,12896,218981
2007,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,102934,2023010
2007,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,5405,200021
2007,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,87747,1188732
2007,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,49,105935
2007,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,6702,75841
2007,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,10,9972
2007,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,337487,6338776
2007,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,985,307295
2007,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,20446,330478
2007,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,560
2007,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,43361,18325518
2007,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1534,4400748
2007,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2748,1157096
2007,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,36,91578
2007,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,356321,10240214
2007,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,321,132424
2007,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,29002,977168
2007,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,43,17973
2007,January,NSW,Nervous System,Normal Arrangements PBS,934422,29867739
2007,January,NSW,Nervous System,Special Arrangements PBS,292,86870
