"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2012,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,711431,26326866
2012,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,45071,1273505
2012,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,210872,7375595
2012,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,596,702399
2012,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,19758,639291
2012,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,121,131378
2012,January,NSW,Cardiovascular System,Normal Arrangements PBS,1670965,54949297
2012,January,NSW,Cardiovascular System,Special Arrangements PBS,378,1203905
2012,January,NSW,Cardiovascular System,Normal Arrangements RPBS,89822,2644738
2012,January,NSW,Cardiovascular System,Special Arrangements RPBS,21,57416
2012,January,NSW,Dermatologicals,Normal Arrangements PBS,78534,2042212
2012,January,NSW,Dermatologicals,Normal Arrangements RPBS,6277,143834
2012,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,63508,2131759
2012,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4650,238097
2012,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,75881,1448246
2012,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,143,317547
2012,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3910,68939
2012,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,6,18060
2012,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,319852,6032151
2012,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1190,1032239
2012,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,14133,217145
2012,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,372
2012,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,48682,29953103
2012,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3040,6104388
2012,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1525,779923
2012,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,42,74004
2012,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,227572,7014290
2012,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,314,141868
2012,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,13359,471432
2012,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,20,8761
2012,January,NSW,Nervous System,Normal Arrangements PBS,911650,32786015
2012,January,NSW,Nervous System,Special Arrangements PBS,693,215546
2012,January,NSW,Nervous System,Normal Arrangements RPBS,52961,1549058
2012,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,2525,42686
2012,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,122,1676
2012,January,NSW,Respiratory System,Normal Arrangements PBS,270477,11790173
2012,January,NSW,Respiratory System,Special Arrangements PBS,2,4802
2012,January,NSW,Respiratory System,Normal Arrangements RPBS,14398,690667
2012,January,NSW,Sensory Organs,Normal Arrangements PBS,232620,15144686
2012,January,NSW,Sensory Organs,Normal Arrangements RPBS,22749,2455730
2012,January,NSW,Various +,Normal Arrangements PBS,16199,1964686
2012,January,NSW,Various +,Special Arrangements PBS,49,86534
2012,January,NSW,Various +,Normal Arrangements RPBS,2037,127300
2012,January,NSW,Various +,Special Arrangements RPBS,2,11304
2012,January,NSW,Other ++,Normal Arrangements PBS,4404,65056
2012,January,NSW,Other ++,Normal Arrangements RPBS,22284,589314
2012,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,571364,20630935
2012,January,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,4100,122410
2012,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,32324,891576
2012,January,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,43,875
2012,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,165274,5545540
2012,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,2475,2468711
2012,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,13499,419229
2012,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,157,148157
2012,January,VIC,Cardiovascular System,Normal Arrangements PBS,1359541,43841989
2012,January,VIC,Cardiovascular System,Special Arrangements PBS,298,1214028
2012,January,VIC,Cardiovascular System,Normal Arrangements RPBS,64518,1818156
2012,January,VIC,Cardiovascular System,Special Arrangements RPBS,4,13174
2012,January,VIC,Dermatologicals,Normal Arrangements PBS,69523,1817030
2012,January,VIC,Dermatologicals,Normal Arrangements RPBS,4195,95113
2012,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,52800,1857758
2012,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2469,115663
2012,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,63671,1104734
2012,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,344,569697
2012,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3166,45554
2012,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,8,18261
2012,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,267396,5464374
2012,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1960,1803813
2012,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,10692,183579
2012,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,899
2012,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,44818,27573784
2012,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,12518,13029189
2012,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1312,717585
2012,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,79,93050
2012,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,162899,4436317
2012,January,VIC,Musculo-Skeletal System,Special Arrangements PBS,1351,612826
2012,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,8480,260932
2012,January,VIC,Musculo-Skeletal System,Special Arrangements RPBS,49,23583
2012,January,VIC,Nervous System,Normal Arrangements PBS,821015,29224330
2012,January,VIC,Nervous System,Special Arrangements PBS,1061,251514
2012,January,VIC,Nervous System,Normal Arrangements RPBS,40426,1140595
2012,January,VIC,Nervous System,Special Arrangements RPBS,8,327
2012,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,1280,26820
2012,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,72,994
2012,January,VIC,Respiratory System,Normal Arrangements PBS,219049,9335544
2012,January,VIC,Respiratory System,Special Arrangements PBS,84,176399
2012,January,VIC,Respiratory System,Normal Arrangements RPBS,10464,516848
2012,January,VIC,Sensory Organs,Normal Arrangements PBS,166568,6893962
2012,January,VIC,Sensory Organs,Normal Arrangements RPBS,13558,910328
2012,January,VIC,Various +,Normal Arrangements PBS,14650,1647331
2012,January,VIC,Various +,Special Arrangements PBS,989,500924
2012,January,VIC,Various +,Normal Arrangements RPBS,863,58176
2012,January,VIC,Various +,Special Arrangements RPBS,19,18124
2012,January,VIC,Other ++,Normal Arrangements PBS,3822,70916
2012,January,VIC,Other ++,Normal Arrangements RPBS,12663,274511
2012,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,519607,19752599
2012,January,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,1456,41314
2012,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,41692,1236890
2012,January,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,6,71
2012,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,166369,5466573
2012,January,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,731,871946
2012,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,17704,553340
2012,January,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,200,183635
2012,January,QLD,Cardiovascular System,Normal Arrangements PBS,1230514,41347692
2012,January,QLD,Cardiovascular System,Special Arrangements PBS,288,1044743
2012,January,QLD,Cardiovascular System,Normal Arrangements RPBS,82866,2563063
2012,January,QLD,Cardiovascular System,Special Arrangements RPBS,11,26024
2012,January,QLD,Dermatologicals,Normal Arrangements PBS,45170,1229319
2012,January,QLD,Dermatologicals,Normal Arrangements RPBS,6758,150359
2012,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,57493,2100344
2012,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4868,267131
2012,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,61686,1138189
2012,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,144,276088
2012,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3812,72054
2012,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,13,17216
2012,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,253117,5680931
2012,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,339,312366
2012,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13201,270597
2012,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,4,2755
2012,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,42674,25284313
2012,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,6486,8408447
2012,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1839,1010142
2012,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,121,302361
2012,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,177387,4845015
2012,January,QLD,Musculo-Skeletal System,Special Arrangements PBS,945,461526
2012,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,13013,400186
2012,January,QLD,Musculo-Skeletal System,Special Arrangements RPBS,59,27842
2012,January,QLD,Nervous System,Normal Arrangements PBS,803741,27259577
2012,January,QLD,Nervous System,Special Arrangements PBS,368,112084
2012,January,QLD,Nervous System,Normal Arrangements RPBS,55796,1648602
2012,January,QLD,Nervous System,Special Arrangements RPBS,1,2457
2012,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,1853,33449
2012,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,76,1054
2012,January,QLD,Respiratory System,Normal Arrangements PBS,202167,8732025
2012,January,QLD,Respiratory System,Special Arrangements PBS,2,2373
2012,January,QLD,Respiratory System,Normal Arrangements RPBS,14150,673132
2012,January,QLD,Sensory Organs,Normal Arrangements PBS,149903,8411488
2012,January,QLD,Sensory Organs,Normal Arrangements RPBS,17561,1631828
2012,January,QLD,Various +,Normal Arrangements PBS,9870,1304310
2012,January,QLD,Various +,Special Arrangements PBS,335,204463
2012,January,QLD,Various +,Normal Arrangements RPBS,1322,87861
2012,January,QLD,Various +,Special Arrangements RPBS,8,23562
2012,January,QLD,Other ++,Normal Arrangements PBS,3096,36516
2012,January,QLD,Other ++,Normal Arrangements RPBS,19830,532750
2012,January,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,167241,6191644
2012,January,SA,Alimentary Tract and Metabolism,Special Arrangements PBS,469,21161
2012,January,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,10830,303822
2012,January,SA,Alimentary Tract and Metabolism,Special Arrangements RPBS,3,175
2012,January,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,55143,1854887
2012,January,SA,Blood and Blood Forming Organs,Special Arrangements PBS,30,101540
2012,January,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,4802,157718
2012,January,SA,Blood and Blood Forming Organs,Special Arrangements RPBS,9,7772
2012,January,SA,Cardiovascular System,Normal Arrangements PBS,402547,13240297
2012,January,SA,Cardiovascular System,Special Arrangements PBS,108,427483
2012,January,SA,Cardiovascular System,Normal Arrangements RPBS,21553,634473
2012,January,SA,Cardiovascular System,Special Arrangements RPBS,2,8157
2012,January,SA,Dermatologicals,Normal Arrangements PBS,18329,435097
2012,January,SA,Dermatologicals,Normal Arrangements RPBS,1493,30145
2012,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,21781,679173
2012,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1024,49495
2012,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,18908,335635
2012,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,41,89448
2012,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,902,11974
2012,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,9034
2012,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,68773,1342861
2012,January,SA,General Anti-Infectives for Systemic Use,Special Arrangements PBS,17,10106
2012,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,2874,45772
