"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2010,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,1056863,39384411
2010,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,72618,2249550
2010,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,312837,11483207
2010,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,1032,997025
2010,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,34459,1178356
2010,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,234,200871
2010,January,NSW,Cardiovascular System,Normal Arrangements PBS,2400738,79127154
2010,January,NSW,Cardiovascular System,Special Arrangements PBS,415,1330474
2010,January,NSW,Cardiovascular System,Normal Arrangements RPBS,151160,4451421
2010,January,NSW,Cardiovascular System,Special Arrangements RPBS,16,36982
2010,January,NSW,Dermatologicals,Normal Arrangements PBS,109397,2963195
2010,January,NSW,Dermatologicals,Normal Arrangements RPBS,11358,233650
2010,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,86561,2426899
2010,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,7082,372830
2010,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,109512,1996382
2010,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,133,277540
2010,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,6832,109067
2010,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,7,11545
2010,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,416234,8265286
2010,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,2341,1011791
2010,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,21752,352800
2010,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,4,943
2010,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,66603,38856334
2010,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1958,5244459
2010,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2630,1271389
2010,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,35,79519
2010,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,362608,11194078
2010,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,387,161059
2010,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,24790,865512
2010,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,27,11372
2010,January,NSW,Nervous System,Normal Arrangements PBS,1218454,43690131
2010,January,NSW,Nervous System,Special Arrangements PBS,380,127980
2010,January,NSW,Nervous System,Normal Arrangements RPBS,84127,2419165
2010,January,NSW,Nervous System,Special Arrangements RPBS,1,120
2010,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,2675,38636
2010,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,221,3079
2010,January,NSW,Respiratory System,Normal Arrangements PBS,385025,16818027
2010,January,NSW,Respiratory System,Special Arrangements PBS,2,2448
2010,January,NSW,Respiratory System,Normal Arrangements RPBS,24128,1152899
2010,January,NSW,Sensory Organs,Normal Arrangements PBS,343346,15956421
2010,January,NSW,Sensory Organs,Normal Arrangements RPBS,37914,2752274
2010,January,NSW,Various +,Normal Arrangements PBS,24949,2878958
2010,January,NSW,Various +,Special Arrangements PBS,48,50014
2010,January,NSW,Various +,Normal Arrangements RPBS,3928,209852
2010,January,NSW,Various +,Special Arrangements RPBS,25,30690
2010,January,NSW,Other ++,Normal Arrangements PBS,6892,151924
2010,January,NSW,Other ++,Normal Arrangements RPBS,24586,719893
2010,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,837249,30572661
2010,January,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,3879,127116
2010,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,50708,1536442
2010,January,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,42,1279
2010,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,240810,8020396
2010,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,1185,1031074
2010,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,22850,731207
2010,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,190,153918
2010,January,VIC,Cardiovascular System,Normal Arrangements PBS,1906333,61688985
2010,January,VIC,Cardiovascular System,Special Arrangements PBS,259,967892
2010,January,VIC,Cardiovascular System,Normal Arrangements RPBS,106035,2983370
2010,January,VIC,Cardiovascular System,Special Arrangements RPBS,8,28772
2010,January,VIC,Dermatologicals,Normal Arrangements PBS,95498,2551368
2010,January,VIC,Dermatologicals,Normal Arrangements RPBS,7321,155072
2010,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,72407,2105522
2010,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3568,165340
2010,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,85923,1522462
2010,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,168,299695
2010,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4789,65456
2010,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,3,6369
2010,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,336138,6718092
2010,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,723,317394
2010,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,15261,255268
2010,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,46
2010,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,51688,27444665
2010,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,10723,10313492
2010,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1903,907120
2010,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,96,100823
2010,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,252829,7258815
