"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2005,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,825820,30394830
2005,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,75738,2447503
2005,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,224328,6602553
2005,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,348,356001
2005,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,34910,1009079
2005,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,123,93823
2005,January,NSW,Cardiovascular System,Normal Arrangements PBS,1976725,62924390
2005,January,NSW,Cardiovascular System,Special Arrangements PBS,54,181306
2005,January,NSW,Cardiovascular System,Normal Arrangements RPBS,157555,4837386
2005,January,NSW,Cardiovascular System,Special Arrangements RPBS,4,13440
2005,January,NSW,Dermatologicals,Normal Arrangements PBS,99493,2151894
2005,January,NSW,Dermatologicals,Normal Arrangements RPBS,14924,224701
2005,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,124637,2251059
2005,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,6968,240038
2005,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,89534,929103
2005,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,30,91986
2005,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,7244,61073
2005,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,9,12246
2005,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,341374,6988908
2005,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,573,104433
2005,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,21158,379285
2005,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,1,125
2005,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,39762,15068446
2005,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,729,1986922
2005,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,3034,1179260
2005,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,25,56005
2005,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,419224,12201665
2005,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,359,158429
2005,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,35754,1182069
2005,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,46,19038
2005,January,NSW,Nervous System,Normal Arrangements PBS,984767,28298276
2005,January,NSW,Nervous System,Special Arrangements PBS,116,32219
2005,January,NSW,Nervous System,Normal Arrangements RPBS,83053,1930346
2005,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,21936,195999
2005,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3175,28280
2005,January,NSW,Respiratory System,Normal Arrangements PBS,336356,13887035
2005,January,NSW,Respiratory System,Normal Arrangements RPBS,29857,1299128
2005,January,NSW,Sensory Organs,Normal Arrangements PBS,281728,4148865
2005,January,NSW,Sensory Organs,Normal Arrangements RPBS,39453,638732
2005,January,NSW,Various +,Normal Arrangements PBS,21746,1825595
2005,January,NSW,Various +,Special Arrangements PBS,1,104
2005,January,NSW,Various +,Normal Arrangements RPBS,5088,226468
2005,January,NSW,Other ++,Normal Arrangements PBS,8270,78181
2005,January,NSW,Other ++,Normal Arrangements RPBS,5885,321203
2005,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,555153,19896059
2005,January,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,1734,56788
2005,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,46242,1472471
2005,January,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,21,901
2005,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,159463,4179937
2005,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,464,389721
2005,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,21883,568976
2005,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,105,99699
2005,January,VIC,Cardiovascular System,Normal Arrangements PBS,1315073,41193741
2005,January,VIC,Cardiovascular System,Special Arrangements PBS,25,83870
2005,January,VIC,Cardiovascular System,Normal Arrangements RPBS,95002,2794983
2005,January,VIC,Cardiovascular System,Special Arrangements RPBS,3,10073
2005,January,VIC,Dermatologicals,Normal Arrangements PBS,75006,1689677
2005,January,VIC,Dermatologicals,Normal Arrangements RPBS,8363,123456
2005,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,82328,1550780
2005,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3004,88023
2005,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,58914,604420
2005,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,36,87016
2005,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4715,38190
2005,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,7699
2005,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,232656,4774150
2005,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,95,19029
2005,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13730,248905
2005,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,502
2005,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,28091,9207090
2005,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,3767,2841294
2005,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1788,692820
2005,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,40,49021
2005,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,247339,6866728
2005,January,VIC,Musculo-Skeletal System,Special Arrangements PBS,400,192121
2005,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,19441,623806
2005,January,VIC,Musculo-Skeletal System,Special Arrangements RPBS,44,19975
2005,January,VIC,Nervous System,Normal Arrangements PBS,744868,22393966
2005,January,VIC,Nervous System,Special Arrangements PBS,224,71249
2005,January,VIC,Nervous System,Normal Arrangements RPBS,51710,1170880
2005,January,VIC,Nervous System,Special Arrangements RPBS,2,216
2005,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,13384,114913
2005,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,2020,17241
2005,January,VIC,Respiratory System,Normal Arrangements PBS,230768,9187886
2005,January,VIC,Respiratory System,Normal Arrangements RPBS,18360,822740
2005,January,VIC,Sensory Organs,Normal Arrangements PBS,172896,2519507
2005,January,VIC,Sensory Organs,Normal Arrangements RPBS,21167,338549
2005,January,VIC,Various +,Normal Arrangements PBS,20320,1368427
2005,January,VIC,Various +,Special Arrangements PBS,318,46031
2005,January,VIC,Various +,Normal Arrangements RPBS,2218,115067
2005,January,VIC,Various +,Special Arrangements RPBS,5,3518
2005,January,VIC,Other ++,Normal Arrangements PBS,6038,67430
2005,January,VIC,Other ++,Normal Arrangements RPBS,2551,160327
2005,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,346845,12852079
2005,January,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,756,27457
2005,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,38396,1260135
2005,January,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,14,570
2005,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,107205,3111732
2005,January,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,489,489538
2005,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,19113,534038
2005,January,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,165,129271
2005,January,QLD,Cardiovascular System,Normal Arrangements PBS,798442,25218559
2005,January,QLD,Cardiovascular System,Special Arrangements PBS,18,58703
2005,January,QLD,Cardiovascular System,Normal Arrangements RPBS,75320,2317001
2005,January,QLD,Dermatologicals,Normal Arrangements PBS,32693,670857
2005,January,QLD,Dermatologicals,Normal Arrangements RPBS,8451,120019
2005,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,68044,1270394
2005,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3831,136751
2005,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,43454,498765
2005,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,32,80937
2005,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3583,33177
2005,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,5,8869
2005,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,162618,3866512
2005,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,108,37604
2005,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11050,249736
2005,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,4,1325
2005,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,17592,6142994
2005,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,2374,1820453
2005,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1266,464356
2005,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,54,74804
2005,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,189606,5377072
2005,January,QLD,Musculo-Skeletal System,Special Arrangements PBS,431,217696
2005,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,18169,589877
2005,January,QLD,Musculo-Skeletal System,Special Arrangements RPBS,39,17551
2005,January,QLD,Nervous System,Normal Arrangements PBS,518062,14559927
2005,January,QLD,Nervous System,Special Arrangements PBS,78,24698
2005,January,QLD,Nervous System,Normal Arrangements RPBS,49503,1232230
2005,January,QLD,Nervous System,Special Arrangements RPBS,1,77
2005,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,9576,84534
2005,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,1492,13494
2005,January,QLD,Respiratory System,Normal Arrangements PBS,152985,6186471
2005,January,QLD,Respiratory System,Special Arrangements PBS,6,7150
2005,January,QLD,Respiratory System,Normal Arrangements RPBS,16616,709583
2005,January,QLD,Sensory Organs,Normal Arrangements PBS,114758,1654455
