"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1995,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,505754,13385088
1995,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,28822,696749
1995,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,86912,529078
1995,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,6062,43188
1995,January,NSW,Cardiovascular System,Normal Arrangements PBS,994598,21730847
1995,January,NSW,Cardiovascular System,Normal Arrangements RPBS,37513,828882
1995,January,NSW,Dermatologicals,Normal Arrangements PBS,149096,1760676
1995,January,NSW,Dermatologicals,Normal Arrangements RPBS,13651,143220
1995,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,216087,2546479
1995,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1671,25015
1995,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,62969,545346
1995,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2554,22518
1995,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,392721,5072066
1995,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,8041,114163
1995,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,16175,2302552
1995,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1121,319372
1995,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,219334,2403834
1995,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,11572,125956
1995,January,NSW,Nervous System,Normal Arrangements PBS,686699,7695093
1995,January,NSW,Nervous System,Normal Arrangements RPBS,30964,347848
1995,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,22146,176139
1995,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,1771,15292
1995,January,NSW,Respiratory System,Normal Arrangements PBS,319964,6627898
1995,January,NSW,Respiratory System,Normal Arrangements RPBS,19465,466834
1995,January,NSW,Sensory Organs,Normal Arrangements PBS,222949,1853573
1995,January,NSW,Sensory Organs,Normal Arrangements RPBS,12508,116980
1995,January,NSW,Various +,Normal Arrangements PBS,18398,902479
1995,January,NSW,Various +,Normal Arrangements RPBS,3951,94226
1995,January,NSW,Other ++,Normal Arrangements PBS,21599,168723
1995,January,NSW,Other ++,Normal Arrangements RPBS,2599,55288
1995,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,342115,8724174
1995,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,16255,374304
1995,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,64207,435574
1995,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,4015,31022
1995,January,VIC,Cardiovascular System,Normal Arrangements PBS,661830,13771991
1995,January,VIC,Cardiovascular System,Normal Arrangements RPBS,22008,458976
1995,January,VIC,Dermatologicals,Normal Arrangements PBS,112002,1421978
1995,January,VIC,Dermatologicals,Normal Arrangements RPBS,6993,69697
1995,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,135700,1584255
1995,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,672,10659
1995,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,43241,347705
1995,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1595,12747
1995,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,266892,3293568
1995,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,4805,70393
1995,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,13420,1696249
1995,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,506,110581
1995,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,144480,1555363
1995,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,6703,71146
1995,January,VIC,Nervous System,Normal Arrangements PBS,497407,5722017
1995,January,VIC,Nervous System,Normal Arrangements RPBS,17821,183253
1995,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,14096,112174
1995,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,1046,8827
1995,January,VIC,Respiratory System,Normal Arrangements PBS,236267,4349952
1995,January,VIC,Respiratory System,Normal Arrangements RPBS,11478,258554
