"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1993,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,434374,9510419
1993,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,30044,591166
1993,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,78053,434637
1993,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,6110,37224
1993,January,NSW,Cardiovascular System,Normal Arrangements PBS,1012433,21656064
1993,January,NSW,Cardiovascular System,Normal Arrangements RPBS,40979,854484
1993,January,NSW,Dermatologicals,Normal Arrangements PBS,139329,1116607
1993,January,NSW,Dermatologicals,Normal Arrangements RPBS,14453,132687
1993,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,203011,2465352
1993,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1989,29071
1993,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,64128,498302
1993,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2514,21195
1993,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,362267,3885751
1993,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,8544,95986
1993,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,13714,1462731
1993,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,662,134144
1993,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,260867,2755738
1993,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,15417,156799
1993,January,NSW,Nervous System,Normal Arrangements PBS,595042,4929858
1993,January,NSW,Nervous System,Normal Arrangements RPBS,33719,286542
1993,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,22708,186277
1993,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,1958,17100
1993,January,NSW,Respiratory System,Normal Arrangements PBS,449539,8642026
1993,January,NSW,Respiratory System,Normal Arrangements RPBS,25964,530288
1993,January,NSW,Sensory Organs,Normal Arrangements PBS,207301,1632756
1993,January,NSW,Sensory Organs,Normal Arrangements RPBS,13158,110905
1993,January,NSW,Various +,Normal Arrangements PBS,21813,884320
1993,January,NSW,Various +,Normal Arrangements RPBS,4073,81018
1993,January,NSW,Other ++,Normal Arrangements PBS,23679,171674
1993,January,NSW,Other ++,Normal Arrangements RPBS,2750,42982
1993,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,301054,6373548
1993,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,17295,317216
1993,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,55769,333017
1993,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,3672,23019
1993,January,VIC,Cardiovascular System,Normal Arrangements PBS,677451,13725896
1993,January,VIC,Cardiovascular System,Normal Arrangements RPBS,24810,490980
1993,January,VIC,Dermatologicals,Normal Arrangements PBS,103586,963772
1993,January,VIC,Dermatologicals,Normal Arrangements RPBS,7491,63985
1993,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,130664,1560850
1993,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,776,11790
1993,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,43868,317091
1993,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1745,13073
1993,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,266905,2674958
1993,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,5542,59049
1993,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,11054,1092961
1993,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,370,55862
1993,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,178663,1826175
1993,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,9465,91845
1993,January,VIC,Nervous System,Normal Arrangements PBS,439043,3660637
1993,January,VIC,Nervous System,Normal Arrangements RPBS,20676,165752
1993,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,13924,114215
1993,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,1162,10009
1993,January,VIC,Respiratory System,Normal Arrangements PBS,333581,5614462
1993,January,VIC,Respiratory System,Normal Arrangements RPBS,15980,305171
1993,January,VIC,Sensory Organs,Normal Arrangements PBS,134752,1050060
1993,January,VIC,Sensory Organs,Normal Arrangements RPBS,7051,60337
1993,January,VIC,Various +,Normal Arrangements PBS,15411,496669
1993,January,VIC,Various +,Normal Arrangements RPBS,1785,33738
1993,January,VIC,Other ++,Normal Arrangements PBS,10567,80728
1993,January,VIC,Other ++,Normal Arrangements RPBS,823,9905
1993,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,193899,3905914
1993,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,16317,306520
1993,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,32554,201261
1993,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,3252,24246
1993,January,QLD,Cardiovascular System,Normal Arrangements PBS,404352,8246146
1993,January,QLD,Cardiovascular System,Normal Arrangements RPBS,20571,405676
1993,January,QLD,Dermatologicals,Normal Arrangements PBS,61820,490321
1993,January,QLD,Dermatologicals,Normal Arrangements RPBS,7881,68036
1993,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,108149,1254895
1993,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1095,15632
1993,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,28271,236816
1993,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1357,12628
1993,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,174531,1870025
1993,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,4222,52443
1993,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,6626,668608
1993,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,340,49172
1993,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,114701,1177702
1993,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,7868,79261
1993,January,QLD,Nervous System,Normal Arrangements PBS,303273,2498284
1993,January,QLD,Nervous System,Normal Arrangements RPBS,21274,182251
1993,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,10439,84459
1993,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,985,8606
1993,January,QLD,Respiratory System,Normal Arrangements PBS,201678,3680270
1993,January,QLD,Respiratory System,Normal Arrangements RPBS,14073,290158
1993,January,QLD,Sensory Organs,Normal Arrangements PBS,92968,693708
1993,January,QLD,Sensory Organs,Normal Arrangements RPBS,6469,54228
1993,January,QLD,Various +,Normal Arrangements PBS,9630,358953
1993,January,QLD,Various +,Normal Arrangements RPBS,2078,45452
1993,January,QLD,Other ++,Normal Arrangements PBS,9160,65319
1993,January,QLD,Other ++,Normal Arrangements RPBS,1119,15856
1993,January,SA,Alimentary Tract and Metabolism,Normal Arrangements PBS,99507,2167811
1993,January,SA,Alimentary Tract and Metabolism,Normal Arrangements RPBS,6676,123745
1993,January,SA,Blood and Blood Forming Organs,Normal Arrangements PBS,18545,98467
1993,January,SA,Blood and Blood Forming Organs,Normal Arrangements RPBS,1367,7478
1993,January,SA,Cardiovascular System,Normal Arrangements PBS,220908,4491929
1993,January,SA,Cardiovascular System,Normal Arrangements RPBS,9035,173032
1993,January,SA,Dermatologicals,Normal Arrangements PBS,32117,284593
1993,January,SA,Dermatologicals,Normal Arrangements RPBS,2582,22178
1993,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,57699,668729
1993,January,SA,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,388,5674
1993,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,14974,113368
1993,January,SA,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,562,4937
1993,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,84127,794142
1993,January,SA,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,1537,14815
1993,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,3528,328906
1993,January,SA,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,97,17750
1993,January,SA,Musculo-Skeletal System,Normal Arrangements PBS,59983,636532
1993,January,SA,Musculo-Skeletal System,Normal Arrangements RPBS,3100,31648
1993,January,SA,Nervous System,Normal Arrangements PBS,162732,1313013
1993,January,SA,Nervous System,Normal Arrangements RPBS,7873,60737
1993,January,SA,Anti-Parasitic Products,Normal Arrangements PBS,5364,43972
