"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1994,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,477777,11932155
1994,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,29585,660836
1994,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,80670,482333
1994,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,6035,40015
1994,January,NSW,Cardiovascular System,Normal Arrangements PBS,1058657,24199497
1994,January,NSW,Cardiovascular System,Normal Arrangements RPBS,40021,884954
1994,January,NSW,Dermatologicals,Normal Arrangements PBS,143551,1261897
1994,January,NSW,Dermatologicals,Normal Arrangements RPBS,14006,136252
1994,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,219188,2763726
1994,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,1821,27830
1994,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,64449,545828
1994,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2490,21775
1994,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,371535,4698939
1994,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,7832,112207
1994,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,15643,1928656
1994,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,920,223282
1994,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,238284,2660951
1994,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,12749,136833
1994,January,NSW,Nervous System,Normal Arrangements PBS,617586,6021059
1994,January,NSW,Nervous System,Normal Arrangements RPBS,29716,283356
1994,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,22696,190491
1994,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,1794,16037
1994,January,NSW,Respiratory System,Normal Arrangements PBS,418964,8681752
1994,January,NSW,Respiratory System,Normal Arrangements RPBS,23277,536231
1994,January,NSW,Sensory Organs,Normal Arrangements PBS,215300,1824783
1994,January,NSW,Sensory Organs,Normal Arrangements RPBS,12606,116062
1994,January,NSW,Various +,Normal Arrangements PBS,21959,1006903
1994,January,NSW,Various +,Normal Arrangements RPBS,3972,96351
1994,January,NSW,Other ++,Normal Arrangements PBS,21881,169154
1994,January,NSW,Other ++,Normal Arrangements RPBS,2419,39550
1994,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,334122,8146907
1994,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,17396,361501
1994,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,60762,385151
1994,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,3918,27745
1994,January,VIC,Cardiovascular System,Normal Arrangements PBS,725552,15679208
1994,January,VIC,Cardiovascular System,Normal Arrangements RPBS,24373,505506
1994,January,VIC,Dermatologicals,Normal Arrangements PBS,104891,1014852
1994,January,VIC,Dermatologicals,Normal Arrangements RPBS,7186,65663
1994,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,143385,1768837
1994,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,772,11324
1994,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,46364,362274
1994,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,1675,13383
1994,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,278892,3224211
1994,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,5016,59589
1994,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,13014,1438763
1994,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,450,85285
1994,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,164662,1793005
1994,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,8180,85155
1994,January,VIC,Nervous System,Normal Arrangements PBS,463669,4541356
1994,January,VIC,Nervous System,Normal Arrangements RPBS,18488,169703
1994,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,14715,123947
1994,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,1204,10571
1994,January,VIC,Respiratory System,Normal Arrangements PBS,320163,5803940
1994,January,VIC,Respiratory System,Normal Arrangements RPBS,14335,298124
1994,January,VIC,Sensory Organs,Normal Arrangements PBS,142274,1195814
1994,January,VIC,Sensory Organs,Normal Arrangements RPBS,6822,63971
1994,January,VIC,Various +,Normal Arrangements PBS,14976,556954
1994,January,VIC,Various +,Normal Arrangements RPBS,1898,44104
1994,January,VIC,Other ++,Normal Arrangements PBS,10876,85044
1994,January,VIC,Other ++,Normal Arrangements RPBS,774,11265
1994,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,203145,4710959
