"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2000,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,666499,21059288
2000,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,64847,1822515
2000,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,129946,1562408
2000,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,21654,277756
2000,January,NSW,Cardiovascular System,Normal Arrangements PBS,1514735,41690892
2000,January,NSW,Cardiovascular System,Normal Arrangements RPBS,122395,3292989
2000,January,NSW,Dermatologicals,Normal Arrangements PBS,110318,2177026
2000,January,NSW,Dermatologicals,Normal Arrangements RPBS,17656,224927
2000,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,211538,3097257
2000,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,7191,169286
2000,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,80974,776776
2000,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,6653,56036
2000,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,344469,6462847
2000,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,19347,343088
2000,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,27251,7056886
2000,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2753,932619
2000,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,222637,3609359
2000,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,21324,357671
2000,January,NSW,Nervous System,Normal Arrangements PBS,853150,16780198
2000,January,NSW,Nervous System,Normal Arrangements RPBS,70409,1021732
2000,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,25793,231146
2000,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3806,33895
2000,January,NSW,Respiratory System,Normal Arrangements PBS,420398,11005851
2000,January,NSW,Respiratory System,Normal Arrangements RPBS,35921,1070150
2000,January,NSW,Sensory Organs,Normal Arrangements PBS,237796,2931250
2000,January,NSW,Sensory Organs,Normal Arrangements RPBS,33040,452800
2000,January,NSW,Various +,Normal Arrangements PBS,22826,1566715
2000,January,NSW,Various +,Normal Arrangements RPBS,4831,175149
2000,January,NSW,Other ++,Normal Arrangements PBS,13190,102732
2000,January,NSW,Other ++,Normal Arrangements RPBS,4162,150010
2000,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,431051,13185054
2000,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,37495,1030076
2000,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,96052,1203483
2000,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,13626,188306
2000,January,VIC,Cardiovascular System,Normal Arrangements PBS,965683,25527840
2000,January,VIC,Cardiovascular System,Normal Arrangements RPBS,71608,1809182
2000,January,VIC,Dermatologicals,Normal Arrangements PBS,78346,1593117
2000,January,VIC,Dermatologicals,Normal Arrangements RPBS,9320,121268
2000,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,126978,1842304
2000,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3161,61745
2000,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,51573,480616
2000,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4343,32522
2000,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,229793,4249119
2000,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,11441,227386
2000,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,20351,5053271
2000,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1600,473993
2000,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,133690,2048319
