"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2002,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,770313,25039460
2002,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,74931,2139562
2002,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,168769,3805144
2002,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,42,45950
2002,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,28912,639039
2002,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,19,13022
2002,January,NSW,Cardiovascular System,Normal Arrangements PBS,1820742,52774804
2002,January,NSW,Cardiovascular System,Normal Arrangements RPBS,150762,4256540
2002,January,NSW,Dermatologicals,Normal Arrangements PBS,118637,2656364
2002,January,NSW,Dermatologicals,Normal Arrangements RPBS,18264,254024
2002,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,223795,3781776
2002,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,8954,245216
2002,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,89858,872229
2002,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,13,23916
2002,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,7569,63601
2002,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,1925
2002,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,370273,7015245
2002,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,384,163238
2002,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,21763,384357
2002,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,2,254
2002,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,35803,11403027
2002,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,110,159859
2002,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,3210,1139489
2002,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,7,12528
2002,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,433882,12073723
2002,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,182,88843
2002,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,37326,1105465
2002,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,10,4496
2002,January,NSW,Nervous System,Normal Arrangements PBS,993387,24628523
2002,January,NSW,Nervous System,Special Arrangements PBS,417,117152
2002,January,NSW,Nervous System,Normal Arrangements RPBS,83359,1585058
2002,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,27622,243079
2002,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,4167,36988
2002,January,NSW,Respiratory System,Normal Arrangements PBS,394597,13101598
2002,January,NSW,Respiratory System,Normal Arrangements RPBS,35845,1245807
2002,January,NSW,Sensory Organs,Normal Arrangements PBS,283572,3785177
2002,January,NSW,Sensory Organs,Normal Arrangements RPBS,39436,579771
2002,January,NSW,Various +,Normal Arrangements PBS,25587,1826410
2002,January,NSW,Various +,Special Arrangements PBS,1,86
2002,January,NSW,Various +,Normal Arrangements RPBS,6540,248677
2002,January,NSW,Various +,Special Arrangements RPBS,1,45
2002,January,NSW,Other ++,Normal Arrangements PBS,11901,99780
2002,January,NSW,Other ++,Normal Arrangements RPBS,4230,199214
2002,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,494743,15525258
2002,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,43416,1194822
2002,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,117866,2466819
2002,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,117,101438
2002,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,17497,370527
2002,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,10,6003
2002,January,VIC,Cardiovascular System,Normal Arrangements PBS,1156455,32771152
2002,January,VIC,Cardiovascular System,Normal Arrangements RPBS,88178,2353272
2002,January,VIC,Dermatologicals,Normal Arrangements PBS,82147,1890380
2002,January,VIC,Dermatologicals,Normal Arrangements RPBS,9551,134902
2002,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,135281,2317006
2002,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3864,92752
2002,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,57677,533521
2002,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,29,78394
2002,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4906,37255
2002,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,1,1925
2002,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,257025,4649021
2002,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,44,14770
2002,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13730,246847
2002,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,25999,7981156
2002,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,214,231317
2002,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1850,645958
2002,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,8,7886
2002,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,254792,6875123
2002,January,VIC,Musculo-Skeletal System,Special Arrangements PBS,258,138599
2002,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,20080,582025
2002,January,VIC,Musculo-Skeletal System,Special Arrangements RPBS,12,5536
2002,January,VIC,Nervous System,Normal Arrangements PBS,704499,18369292
2002,January,VIC,Nervous System,Special Arrangements PBS,254,72240
2002,January,VIC,Nervous System,Normal Arrangements RPBS,48733,926401
