"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
1998,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,506435,17524702
1998,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,47804,1479108
1998,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,83654,682221
1998,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,12566,115301
1998,January,NSW,Cardiovascular System,Normal Arrangements PBS,1093106,27913053
1998,January,NSW,Cardiovascular System,Normal Arrangements RPBS,80981,2066587
1998,January,NSW,Dermatologicals,Normal Arrangements PBS,88325,1379613
1998,January,NSW,Dermatologicals,Normal Arrangements RPBS,13432,141786
1998,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,161515,2283060
1998,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4732,108858
1998,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,60957,519809
1998,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4744,40887
1998,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,301098,4664161
1998,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,13958,216204
1998,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,17881,3431935
1998,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1811,540003
1998,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,182235,2553344
1998,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,16087,216981
1998,January,NSW,Nervous System,Normal Arrangements PBS,667406,10512297
1998,January,NSW,Nervous System,Normal Arrangements RPBS,52293,651889
1998,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,21077,180648
1998,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,2853,25248
1998,January,NSW,Respiratory System,Normal Arrangements PBS,326860,8088083
1998,January,NSW,Respiratory System,Normal Arrangements RPBS,27632,813353
1998,January,NSW,Sensory Organs,Normal Arrangements PBS,181779,1685128
1998,January,NSW,Sensory Organs,Normal Arrangements RPBS,22341,242420
1998,January,NSW,Various +,Normal Arrangements PBS,17457,1082419
1998,January,NSW,Various +,Normal Arrangements RPBS,4854,153133
1998,January,NSW,Other ++,Normal Arrangements PBS,12816,108824
1998,January,NSW,Other ++,Normal Arrangements RPBS,2793,76496
1998,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,367830,12341611
1998,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,29388,866823
1998,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,69510,658382
1998,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,8107,82646
1998,January,VIC,Cardiovascular System,Normal Arrangements PBS,776060,18797539
1998,January,VIC,Cardiovascular System,Normal Arrangements RPBS,50045,1187672
1998,January,VIC,Dermatologicals,Normal Arrangements PBS,69635,1076458
1998,January,VIC,Dermatologicals,Normal Arrangements RPBS,7386,76941
1998,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,108625,1546640
1998,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2220,46848
1998,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,44612,369892
1998,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3267,25209
1998,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,230080,3522714
1998,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,9147,138134
1998,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,16869,3292237
1998,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1181,295410
1998,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,125955,1654652
1998,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,9723,126122
1998,January,VIC,Nervous System,Normal Arrangements PBS,517293,8130894
1998,January,VIC,Nervous System,Normal Arrangements RPBS,33511,409368
1998,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,14200,118631
1998,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,1857,15988
1998,January,VIC,Respiratory System,Normal Arrangements PBS,240911,5460250
1998,January,VIC,Respiratory System,Normal Arrangements RPBS,17252,488464
1998,January,VIC,Sensory Organs,Normal Arrangements PBS,120974,1135446
1998,January,VIC,Sensory Organs,Normal Arrangements RPBS,12765,142157
1998,January,VIC,Various +,Normal Arrangements PBS,13287,743578
1998,January,VIC,Various +,Normal Arrangements RPBS,2306,88253
1998,January,VIC,Other ++,Normal Arrangements PBS,8687,79399
1998,January,VIC,Other ++,Normal Arrangements RPBS,1123,37198
1998,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,224244,7502340
1998,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,25453,764756
1998,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,38187,368782
1998,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,6790,72293
1998,January,QLD,Cardiovascular System,Normal Arrangements PBS,463996,11373013
1998,January,QLD,Cardiovascular System,Normal Arrangements RPBS,39740,975483
1998,January,QLD,Dermatologicals,Normal Arrangements PBS,34565,517422
1998,January,QLD,Dermatologicals,Normal Arrangements RPBS,7072,73716
1998,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,89594,1243658
1998,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2604,62404
1998,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,30199,270992
1998,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2578,25015
1998,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,159120,2527785
1998,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,7655,143268
1998,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,8005,1420516
1998,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,724,180147
1998,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,86833,1175086
1998,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,8272,119466
1998,January,QLD,Nervous System,Normal Arrangements PBS,359612,5849288
1998,January,QLD,Nervous System,Normal Arrangements RPBS,32735,432656
1998,January,QLD,Anti-Parasitic Products,Normal Arrangements PBS,10245,89355
1998,January,QLD,Anti-Parasitic Products,Normal Arrangements RPBS,1505,13471
1998,January,QLD,Respiratory System,Normal Arrangements PBS,157961,3724800
1998,January,QLD,Respiratory System,Normal Arrangements RPBS,14826,443575
1998,January,QLD,Sensory Organs,Normal Arrangements PBS,89964,796802
