"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2004,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,743107,26908616
2004,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,70867,2265157
2004,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,190551,5518494
2004,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,192,199638
2004,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,31369,873044
2004,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,46,39017
2004,January,NSW,Cardiovascular System,Normal Arrangements PBS,1777296,55846390
2004,January,NSW,Cardiovascular System,Normal Arrangements RPBS,147160,4493950
2004,January,NSW,Dermatologicals,Normal Arrangements PBS,92555,2008057
2004,January,NSW,Dermatologicals,Normal Arrangements RPBS,14473,216229
2004,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,122482,2131003
2004,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,6554,215523
2004,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,82647,844277
2004,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,22,52776
2004,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,6965,60474
2004,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,311807,6214895
2004,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,458,80654
2004,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,19540,345419
2004,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,3,532
2004,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,34429,11516798
2004,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,431,1119702
2004,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2920,1078002
2004,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,11,18767
2004,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,426699,12985246
2004,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,159,82673
2004,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,36482,1217380
2004,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,14,6729
2004,January,NSW,Nervous System,Normal Arrangements PBS,892421,24979297
2004,January,NSW,Nervous System,Special Arrangements PBS,123,32754
2004,January,NSW,Nervous System,Normal Arrangements RPBS,77019,1737471
2004,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,22275,200287
2004,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,3254,29708
2004,January,NSW,Respiratory System,Normal Arrangements PBS,322626,12459418
2004,January,NSW,Respiratory System,Normal Arrangements RPBS,29236,1205530
2004,January,NSW,Sensory Organs,Normal Arrangements PBS,257210,3742634
2004,January,NSW,Sensory Organs,Normal Arrangements RPBS,36984,592663
2004,January,NSW,Various +,Normal Arrangements PBS,20773,1640290
2004,January,NSW,Various +,Normal Arrangements RPBS,4688,203400
2004,January,NSW,Various +,Special Arrangements RPBS,1,314
2004,January,NSW,Other ++,Normal Arrangements PBS,8121,73650
2004,January,NSW,Other ++,Normal Arrangements RPBS,4862,298093
2004,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,522343,18322536
2004,January,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,2292,71953
