"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2008,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,776453,28245535
2008,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,60006,1831275
2008,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,226021,7639175
2008,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,711,734630
2008,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,28542,916719
2008,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,149,131222
2008,January,NSW,Cardiovascular System,Normal Arrangements PBS,1788325,57279687
2008,January,NSW,Cardiovascular System,Special Arrangements PBS,206,562839
2008,January,NSW,Cardiovascular System,Normal Arrangements RPBS,127961,3750422
2008,January,NSW,Cardiovascular System,Special Arrangements RPBS,5,13451
2008,January,NSW,Dermatologicals,Normal Arrangements PBS,85521,2069369
2008,January,NSW,Dermatologicals,Normal Arrangements RPBS,10974,196767
2008,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,86575,1842719
2008,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,4575,191570
2008,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,81741,1146332
2008,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,79,173402
2008,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,5913,69270
2008,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,3,5686
2008,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,316593,6254682
2008,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,1203,477531
2008,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,17463,288155
2008,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,7,1105
2008,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,42421,20703990
2008,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,1482,4148101
2008,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,2311,1101463
2008,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,29,69630
2008,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,303553,8786454
2008,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,268,118203
2008,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,23741,772582
2008,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,37,14497
2008,January,NSW,Nervous System,Normal Arrangements PBS,867851,29591248
2008,January,NSW,Nervous System,Special Arrangements PBS,446,129100
2008,January,NSW,Nervous System,Normal Arrangements RPBS,65255,1733851
2008,January,NSW,Anti-Parasitic Products,Normal Arrangements PBS,1989,28506
2008,January,NSW,Anti-Parasitic Products,Normal Arrangements RPBS,230,2770
2008,January,NSW,Respiratory System,Normal Arrangements PBS,295543,12713161
2008,January,NSW,Respiratory System,Normal Arrangements RPBS,22115,1021821
2008,January,NSW,Sensory Organs,Normal Arrangements PBS,262118,8201096
2008,January,NSW,Sensory Organs,Normal Arrangements RPBS,32410,1609158
2008,January,NSW,Various +,Normal Arrangements PBS,20006,1868016
2008,January,NSW,Various +,Special Arrangements PBS,24,37885
2008,January,NSW,Various +,Normal Arrangements RPBS,3493,170842
2008,January,NSW,Various +,Special Arrangements RPBS,10,16547
2008,January,NSW,Other ++,Normal Arrangements PBS,5617,70557
2008,January,NSW,Other ++,Normal Arrangements RPBS,8846,432815
2008,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements PBS,590738,20956657
2008,January,VIC,Alimentary Tract and Metabolism,Special Arrangements PBS,3280,114527
2008,January,VIC,Alimentary Tract and Metabolism,Normal Arrangements RPBS,41194,1238286
2008,January,VIC,Alimentary Tract and Metabolism,Special Arrangements RPBS,39,970
2008,January,VIC,Blood and Blood Forming Organs,Normal Arrangements PBS,172522,5330676
2008,January,VIC,Blood and Blood Forming Organs,Special Arrangements PBS,685,611931
2008,January,VIC,Blood and Blood Forming Organs,Normal Arrangements RPBS,19049,578586
2008,January,VIC,Blood and Blood Forming Organs,Special Arrangements RPBS,125,118108
2008,January,VIC,Cardiovascular System,Normal Arrangements PBS,1359625,42402238
2008,January,VIC,Cardiovascular System,Special Arrangements PBS,111,322396
2008,January,VIC,Cardiovascular System,Normal Arrangements RPBS,87588,2461347
2008,January,VIC,Cardiovascular System,Special Arrangements RPBS,8,19099
2008,January,VIC,Dermatologicals,Normal Arrangements PBS,70112,1733185
2008,January,VIC,Dermatologicals,Normal Arrangements RPBS,6479,113444
2008,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,66191,1528890
2008,January,VIC,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,2322,79061
2008,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,60576,798963
2008,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,66,139831
2008,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,4237,46025
2008,January,VIC,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,4,8608
2008,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,239531,4711355
2008,January,VIC,General Anti-Infectives for Systemic Use,Special Arrangements PBS,242,93265
2008,January,VIC,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,12522,222841
2008,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,35571,14974741
2008,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,8029,7507474
2008,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1656,681938
2008,January,VIC,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,85,107975
2008,January,VIC,Musculo-Skeletal System,Normal Arrangements PBS,199878,5543729
2008,January,VIC,Musculo-Skeletal System,Special Arrangements PBS,441,208663
2008,January,VIC,Musculo-Skeletal System,Normal Arrangements RPBS,14247,448560
2008,January,VIC,Musculo-Skeletal System,Special Arrangements RPBS,61,26387
2008,January,VIC,Nervous System,Normal Arrangements PBS,748685,25635302
2008,January,VIC,Nervous System,Special Arrangements PBS,350,129710
2008,January,VIC,Nervous System,Normal Arrangements RPBS,46765,1219778
2008,January,VIC,Nervous System,Special Arrangements RPBS,2,324
2008,January,VIC,Anti-Parasitic Products,Normal Arrangements PBS,577,8840
2008,January,VIC,Anti-Parasitic Products,Normal Arrangements RPBS,76,801
2008,January,VIC,Respiratory System,Normal Arrangements PBS,214092,8935516
2008,January,VIC,Respiratory System,Normal Arrangements RPBS,15076,715305
2008,January,VIC,Sensory Organs,Normal Arrangements PBS,177809,4030555
2008,January,VIC,Sensory Organs,Normal Arrangements RPBS,18792,589254
2008,January,VIC,Various +,Normal Arrangements PBS,19575,1430697
2008,January,VIC,Various +,Special Arrangements PBS,588,107531
2008,January,VIC,Various +,Normal Arrangements RPBS,1498,78813
2008,January,VIC,Various +,Special Arrangements RPBS,4,1920
2008,January,VIC,Other ++,Normal Arrangements PBS,4744,75585
2008,January,VIC,Other ++,Normal Arrangements RPBS,4155,203597
2008,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements PBS,439061,15464121
2008,January,QLD,Alimentary Tract and Metabolism,Special Arrangements PBS,1303,49728
2008,January,QLD,Alimentary Tract and Metabolism,Normal Arrangements RPBS,41371,1283569
2008,January,QLD,Alimentary Tract and Metabolism,Special Arrangements RPBS,6,249
2008,January,QLD,Blood and Blood Forming Organs,Normal Arrangements PBS,136362,4533495
2008,January,QLD,Blood and Blood Forming Organs,Special Arrangements PBS,758,758394
2008,January,QLD,Blood and Blood Forming Organs,Normal Arrangements RPBS,19023,615485
2008,January,QLD,Blood and Blood Forming Organs,Special Arrangements RPBS,246,201300
2008,January,QLD,Cardiovascular System,Normal Arrangements PBS,998951,32233110
2008,January,QLD,Cardiovascular System,Special Arrangements PBS,53,161997
2008,January,QLD,Cardiovascular System,Normal Arrangements RPBS,86393,2582081
2008,January,QLD,Cardiovascular System,Special Arrangements RPBS,4,4689
2008,January,QLD,Dermatologicals,Normal Arrangements PBS,35196,933899
2008,January,QLD,Dermatologicals,Normal Arrangements RPBS,7554,133293
2008,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,61798,1414412
2008,January,QLD,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3736,158573
2008,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,50682,824329
2008,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,45,89031
2008,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,3898,49849
2008,January,QLD,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,8,13978
2008,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,188693,4432549
2008,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements PBS,187,84023
2008,January,QLD,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,12683,258616
2008,January,QLD,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,5,534
2008,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,27657,12859837
2008,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,4214,5133444
2008,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1568,705620
2008,January,QLD,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,74,158706
2008,January,QLD,Musculo-Skeletal System,Normal Arrangements PBS,178207,4980961
2008,January,QLD,Musculo-Skeletal System,Special Arrangements PBS,673,313662
2008,January,QLD,Musculo-Skeletal System,Normal Arrangements RPBS,16223,502988
2008,January,QLD,Musculo-Skeletal System,Special Arrangements RPBS,77,35237
2008,January,QLD,Nervous System,Normal Arrangements PBS,589536,19067306
2008,January,QLD,Nervous System,Special Arrangements PBS,131,55524
