"Year","Month","State","ATC_Classification","Scheme","Services","Benefits"
2014,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements PBS,582359,21140103
2014,January,NSW,Alimentary Tract and Metabolism,Normal Arrangements RPBS,31494,783605
2014,January,NSW,Blood and Blood Forming Organs,Normal Arrangements PBS,170183,5138419
2014,January,NSW,Blood and Blood Forming Organs,Special Arrangements PBS,3080,3847764
2014,January,NSW,Blood and Blood Forming Organs,Normal Arrangements RPBS,13889,348028
2014,January,NSW,Blood and Blood Forming Organs,Special Arrangements RPBS,177,167805
2014,January,NSW,Cardiovascular System,Normal Arrangements PBS,1256050,29623866
2014,January,NSW,Cardiovascular System,Special Arrangements PBS,347,890877
2014,January,NSW,Cardiovascular System,Normal Arrangements RPBS,60128,1258083
2014,January,NSW,Cardiovascular System,Special Arrangements RPBS,16,34859
2014,January,NSW,Dermatologicals,Normal Arrangements PBS,60916,1426581
2014,January,NSW,Dermatologicals,Normal Arrangements RPBS,4088,89696
2014,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements PBS,53797,1974866
2014,January,NSW,Genito Urinary System and Sex Hormones,Normal Arrangements RPBS,3328,169084
2014,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements PBS,63332,1318015
2014,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements PBS,780,1371203
2014,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Normal Arrangements RPBS,2805,52884
2014,January,NSW,"Systemic Hormonal Preparations, excl. Sex Hormones",Special Arrangements RPBS,14,24739
2014,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements PBS,252001,7150881
2014,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements PBS,8576,9429686
2014,January,NSW,General Anti-Infectives for Systemic Use,Normal Arrangements RPBS,10206,138151
2014,January,NSW,General Anti-Infectives for Systemic Use,Special Arrangements RPBS,23,24018
2014,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements PBS,55890,41792855
2014,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements PBS,9418,13748463
2014,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Normal Arrangements RPBS,1232,816062
2014,January,NSW,Anti-Neoplastic and Immunomodulating Agents,Special Arrangements RPBS,66,102431
2014,January,NSW,Musculo-Skeletal System,Normal Arrangements PBS,165722,5770676
2014,January,NSW,Musculo-Skeletal System,Special Arrangements PBS,981,410330
2014,January,NSW,Musculo-Skeletal System,Normal Arrangements RPBS,8251,316721
2014,January,NSW,Musculo-Skeletal System,Special Arrangements RPBS,22,8687
2014,January,NSW,Nervous System,Normal Arrangements PBS,782165,25415368
2014,January,NSW,Nervous System,Special Arrangements PBS,1402,319342
2014,January,NSW,Nervous System,Normal Arrangements RPBS,39897,963477
2014,January,NSW,Nervous System,Special Arrangements RPBS,2,200
